Id,Expected
e7998934d417cb2eb1ef57af2ed9fbb6_0,333368 50 334648 50 335921 70 337201 70 338473 85 339753 85 341023 103 342303 103 343573 120 344853 120 346128 130 347408 130 348683 143 349958 153 351238 153 352513 165 353793 165 355068 175 356348 175 357623 185 358903 185 360176 195 361456 195 362728 208 364008 208 365283 215 366563 215 367838 223 369116 230 370396 230 371673 235 372953 235 374231 240 375511 240 376788 248 378068 248 379346 252 380626 252 381903 260 383183 260 384461 270 385741 270 387018 278 388296 287 389576 287 390853 295 392133 295 393411 302 394691 302 395966 307 397246 307 398523 313 399803 313 401081 315 402361 315 403636 323 404916 323 406193 326 407471 325 408751 325 410028 328 411308 328 412586 330 413866 330 415146 330 416426 330 417706 330 418986 330 420266 327 421546 327 422826 327 424106 327 425383 330 426663 328 427943 328 429223 328 430503 328 431783 328 433063 328 434343 328 435623 328 436903 328 438183 328 439463 328 440743 328 442023 328 443303 328 444583 328 445863 330 447143 330 448423 330 449703 330 450983 330 452263 330 453543 330 454823 330 456103 333 457383 333 458666 330 459946 330 461226 330 462506 330 463786 330 465066 330 466346 330 467626 330 468906 330 470186 330 471466 330 472746 330 474026 330 475306 330 476586 330 477866 330 479146 330 480426 330 481706 330 482986 330 484266 330 485546 330 486826 330 488106 330 489386 330 490666 330 491946 330 493226 330 494506 330 495786 330 497066 330 498346 330 499626 330 500906 330 502186 330 503466 333 504746 333 506026 333 507306 333 508586 333 509866 333 511143 336 512423 336 513703 336 514983 336 516263 336 517543 336 518823 336 520103 336 521383 336 522663 336 523943 336 525223 336 526503 336 527783 333 529063 333 530343 333 531623 333 532903 333 534183 333 535463 333 536743 333 538026 330 539306 330 540586 330 541866 330 543146 330 544426 330 545706 330 546986 330 548266 330 549548 328 550828 328 552108 328 553388 328 554668 328 555948 328 557228 331 558508 331 559788 331 561071 328 562351 328 563631 328 564911 328 566191 328 567471 328 568751 328 570031 328 571311 330 572591 330 573871 330 575151 330 576433 328 577713 328 578993 328 580273 328 581553 328 582833 331 584113 331 585393 331 586673 331 587953 331 589233 331 590516 328 591796 328 593076 330 594356 330 595638 328 596918 328 598198 328 599481 328 600761 328 602043 326 603323 326 604606 323 605886 323 607168 321 608448 321 609731 318 611011 318 612293 313 613573 313 614856 310 616138 308 617418 308 618701 303 619981 303 621263 301 622543 301 623826 298 625106 298 626391 293 627671 293 628956 290 630236 290 631521 285 632803 286 634083 286 635368 283 636648 283 637931 283 639211 283 640493 281 641773 281 643058 276 644338 276 645621 270 646901 270 648186 265 649466 265 650751 258 652036 253 653316 253 654601 245 655881 245 657163 241 658443 241 659728 233 661008 233 662298 221 663578 221 664878 198 666158 198 667461 172 668741 172 670043 148 671331 137 672611 137 673898 128 675178 128 676463 123 677743 123 679026 117 680306 117 681586 115 682866 115 684143 113 685423 113 686701 112 687981 112 689243 95 690511 82 691791 82 693061 85 694341 85 695613 88 696893 88 698168 90 699448 90 700723 93 702003 93 703281 95 704561 95 705836 97 707116 97 708391 102 709668 103 710948 103 712223 108 713503 108 714778 113 716058 113 717336 115 718616 115 719893 118 721173 118 722451 120 723731 120 725011 122 726291 122 727568 128 728848 128 730128 128 731408 130 732688 130 733968 130 735248 130 736531 127 737811 127 739091 127 740371 127 741651 127 742931 127 744211 127 745491 127 746771 127 748051 125 749331 125 750611 125 751891 125 753171 122 754451 122 755731 122 757011 122 758293 120 759573 120 760858 115 762138 115 763421 110 764701 110 765986 105 767266 105 768546 105 769831 100 771111 100 772391 100 773671 100 774956 95 776236 95 777521 90 778801 90 780088 80 781368 80 782651 77 783936 70 785216 70 786498 63 787778 63 789063 53 790343 53 791631 37 792911 37 794201 12 795481 12
e7998934d417cb2eb1ef57af2ed9fbb6_1,
aeeb2b535797395305af926a6f23c5d6_0,540568 8 541848 8 543118 28 544398 28 545671 40 546951 40 548226 50 549503 58 550783 58 552061 62 553341 62 554616 70 555896 70 557173 78 558453 78 559731 82 561011 82 562288 90 563568 90 564846 95 566126 95 567406 97 568686 97 569963 103 571243 103 572521 107 573801 107 575081 110 576361 110 577641 112 578921 112 580198 118 581478 118 582758 120 584038 120 585318 123 586598 123 587878 123 589158 123 590438 125 591718 125 592998 128 594278 130 595558 130 596838 133 598118 133 599398 133 600678 133 601958 135 603238 135 604518 138 605798 138 607078 140 608358 140 609638 143 610918 143 612198 143 613478 143 614758 145 616038 145 617321 145 618601 145 619881 147 621161 147 622441 150 623721 150 625001 152 626281 152 627561 152 628841 152 630121 155 631401 155 632683 155 633963 155 635243 155 636523 158 637803 158 639083 158 640363 158 641643 160 642923 160 644203 160 645483 160 646766 160 648046 160 649326 160 650606 160 651886 162 653166 162 654446 162 655726 162 657006 165 658286 165 659568 163 660848 163 662128 163 663408 163 664688 165 665968 165 667248 165 668528 165 669808 168 671088 168 672371 165 673651 165 674931 165 676211 165 677491 167 678771 167 680051 167 681333 168 682613 168 683893 168 685173 168 686453 168 687733 168 689013 170 690293 170 691573 170 692853 170 694136 170 695416 170 696696 170 697976 170 699256 172 700536 172 701816 172 703096 172 704376 175 705656 175 706938 173 708218 173 709498 175 710778 175 712058 175 713338 175 714618 178 715898 178 717178 178 718458 178 719741 177 721021 177 722301 177 723581 177 724861 177 726143 178 727423 178 728703 178 729983 178 731263 178 732543 178 733823 178 735103 178 736386 177 737666 177 738946 177 740226 177 741508 175 742788 175 744068 175 745348 175 746628 178 747908 178 749191 175 750471 175 751751 175 753031 175 754313 175 755593 175 756873 175 758153 175 759436 172 760716 172 761996 175 763276 175 764558 173 765838 173 767118 173 768401 170 769681 170 770961 172 772241 172 773521 172 774801 172 776083 170 777363 170 778643 170 779923 170 781203 170 782483 170 783766 167 785046 167 786326 170 787606 170 788886 170 790166 170 791448 168 792728 168 794008 165 795288 165 796568 165 797848 165 799128 165 800408 165 801691 162 802971 162 804251 160 805531 160 806811 155 808091 155 809371 147 810651 147 811933 143 813213 138 814493 138 815776 132 817056 132 818336 127 819616 127 820898 123 822178 123 823461 110 824741 110 826023 100 827303 100 828586 90 829866 90 831148 78 832428 78 833713 60 834993 60 836276 50 837556 50 838841 40 840121 40 841406 30 842686 30 843976 2 845256 2
aeeb2b535797395305af926a6f23c5d6_1,
019410b1fcf0625f608b4ce97629ab55_0,570206 10 571486 10 572751 55 574031 55 575301 82 576581 82 577853 95 579133 95 580406 105 581686 105 582958 115 584238 115 585513 123 586793 123 588066 132 589346 132 590618 143 591898 143 593173 150 594448 160 595728 160 597003 170 598283 170 599558 180 600838 180 602113 188 603393 188 604668 198 605948 198 607221 210 608501 210 609778 215 611058 215 612333 223 613613 223 614888 230 616168 230 617446 235 618726 235 620001 242 621281 242 622558 248 623838 248 625116 250 626396 250 627673 255 628953 255 630231 257 631511 257 632788 263 634068 263 635348 263 636626 267 637906 267 639183 270 640463 270 641743 273 643023 273 644301 275 645581 275 646861 275 648141 275 649421 275 650701 275 651978 280 653258 280 654538 280 655818 280 657098 280 658378 280 659656 282 660936 282 662216 282 663496 282 664776 282 666056 282 667336 282 668616 282 669896 282 671176 282 672456 285 673736 285 675013 288 676293 288 677573 288 678853 288 680133 288 681413 288 682693 288 683973 288 685253 288 686533 288 687813 288 689093 288 690373 288 691653 288 692933 288 694213 290 695493 290 696773 290 698053 290 699333 290 700613 290 701891 292 703171 292 704451 292 705731 292 707011 292 708291 292 709571 292 710851 292 712131 292 713411 292 714691 292 715971 292 717251 292 718531 292 719811 292 721091 292 722371 292 723651 292 724931 292 726211 292 727491 292 728771 292 730051 292 731331 292 732611 292 733891 292 735171 292 736451 290 737731 290 739011 290 740291 290 741571 290 742851 290 744131 290 745411 290 746691 290 747971 290 749251 287 750531 287 751811 287 753091 287 754371 287 755651 287 756931 285 758211 285 759491 285 760771 285 762051 285 763331 285 764613 280 765893 280 767173 280 768453 278 769733 278 771013 278 772293 278 773576 272 774856 272 776136 272 777416 272 778698 268 779978 268 781258 268 782538 268 783818 265 785098 265 786381 260 787661 260 788941 260 790221 260 791503 253 792783 253 794063 250 795343 250 796626 245 797906 245 799188 238 800468 238 801748 235 803028 235 804311 230 805591 230 806871 230 808151 230 809433 225 810713 225 811996 220 813276 220 814556 220 815838 215 817118 215 818401 212 819681 212 820963 208 822243 208 823526 202 824806 202 826086 202 827366 202 828648 198 829928 198 831211 195 832491 195 833773 190 835053 190 836336 187 837616 187 838898 183 840178 183 841461 180 842741 180 844023 175 845303 175 846586 170 847866 170 849148 165 850428 165 851711 160 852991 160 854273 158 855553 158 856836 152 858118 148 859398 148 860681 142 861961 142 863243 140 864523 140 865806 135 867086 135 868368 133 869648 133 870931 127 872211 127 873493 123 874773 123 876056 120 877336 120 878618 113 879898 113 881181 107 882461 107 883741 105 885021 105 886303 100 887583 100 888863 100 890143 100 891426 92 892706 92 893988 88 895268 88 896551 80 897831 80 899116 70 900403 58 901683 58 902996 7 904276 7
019410b1fcf0625f608b4ce97629ab55_1,
0a5f3601ad4f13ccf1f4b331a412fc44_0,530631 20 531911 20 533183 33 534463 33 535736 42 537016 42 538291 52 539571 52 540843 63 542123 63 543398 70 544678 70 545953 78 547233 78 548511 80 549786 85 551066 85 552343 90 553623 90 554901 92 556181 92 557461 92 558741 92 560018 93 561298 93 562576 95 563856 95 565133 98 566413 98 567693 98 568973 98 570251 100 571531 100 572808 103 574088 103 575366 105 576646 105 577923 105 579203 105 580483 105 581763 105 583041 107 584321 107 585598 110 586878 110 588156 112 589436 112 590713 115 591993 115 593271 117 594546 122 595826 122 597103 125 598383 125 599661 125 600941 125 602216 130 603496 130 604771 135 606051 135 607328 138 608608 138 609883 143 611163 143 612441 145 613721 145 614998 148 616278 148 617556 150 618836 150 620113 153 621393 153 622671 155 623951 155 625228 158 626508 158 627786 160 629066 160 630346 160 631626 160 632903 163 634183 163 635461 165 636741 165 638021 165 639298 168 640578 168 641856 170 643136 170 644416 167 645696 167 646973 170 648253 170 649533 170 650813 170 652091 172 653371 172 654648 175 655928 175 657208 175 658488 175 659766 177 661046 177 662326 177 663606 177 664883 178 666163 178 667441 180 668721 180 670001 180 671281 180 672561 180 673841 180 675118 183 676398 183 677678 183 678958 183 680236 182 681516 182 682796 182 684073 185 685353 185 686633 185 687913 185 689191 185 690471 185 691751 185 693031 185 694311 185 695591 185 696868 188 698148 188 699428 185 700708 185 701986 187 703266 187 704546 187 705826 187 707106 185 708386 185 709663 188 710943 188 712223 185 713503 185 714783 185 716063 185 717341 185 718621 185 719901 185 721181 185 722461 185 723741 185 725018 185 726298 185 727578 185 728858 183 730138 183 731418 183 732698 183 733976 185 735256 185 736536 182 737816 182 739096 182 740376 182 741653 183 742933 183 744213 183 745493 183 746773 183 748053 183 749333 183 750613 183 751891 182 753171 182 754451 182 755731 182 757011 182 758291 182 759568 185 760848 185 762128 183 763408 183 764686 187 765966 187 767246 185 768523 188 769803 188 771083 188 772363 188 773641 190 774921 190 776201 190 777481 190 778758 193 780038 193 781318 193 782598 193 783876 195 785156 195 786436 195 787716 195 788993 198 790273 198 791553 198 792833 198 794111 200 795391 200 796671 200 797951 200 799228 203 800508 203 801786 202 803066 202 804346 202 805626 202 806906 202 808186 202 809463 205 810743 205 812021 207 813301 207 814581 207 815858 208 817138 208 818418 208 819698 208 820976 207 822256 207 823536 207 824816 207 826096 205 827376 205 828653 208 829933 208 831213 205 832493 205 833771 207 835051 207 836331 205 837611 205 838891 205 840171 205 841451 202 842731 202 844008 205 845288 205 846568 203 847848 203 849128 200 850408 200 851686 202 852966 202 854246 200 855526 200 856806 197 858086 197 859366 197 860646 195 861926 195 863206 195 864486 195 865766 192 867046 192 868326 192 869606 192 870886 190 872166 190 873448 185 874728 185 876008 185 877288 185 878571 180 879851 180 881131 177 882411 177 883691 177 884971 177 886251 175 887531 175 888811 172 890091 172 891373 168 892653 168 893936 162 895216 162 896496 162 897776 162 899056 160 900336 157 901616 157 902898 153 904178 153 905461 145 906741 145 908021 142 909301 142 910581 140 911861 140 913143 133 914423 133 915706 127 916986 127 918266 122 919546 122 920828 115 922108 115 923391 110 924671 110 925951 105 927231 105 928516 97 929796 97 931076 95 932356 95 933641 85 934921 85 936201 82 937481 82 938766 72 940046 72 941326 67 942606 67 943891 57 945171 52 946451 52 947733 45 949013 45 950296 37 951576 37 952856 32 954136 32 955416 27 956696 27 957978 18 959258 18 960543 5 961823 5
0a5f3601ad4f13ccf1f4b331a412fc44_1,863203 3 864483 3 865763 3 867043 3 868323 3 869603 3 870881 5 872161 5 873438 10 874718 10 875998 10 877278 10 878558 13 879838 13 881118 13 882398 13 883678 13 884958 13 886238 13 887518 13 888803 8 890083 8 891366 7 892646 7 893928 8 895208 8 896491 5 897771 5 899053 3 900333 3 901613 3 902896 2 904176 2 905458 3 906738 3 908018 3 909298 3 910578 3 911858 3 913138 5 914418 5 915703 3 916983 3 918263 3 919543 3 920823 5 922103 5 923383 8 924663 8 925946 5 927226 5 928508 8 929788 8 931068 8 932348 8 933631 10 934911 10 936193 8 937473 8 938753 13 940033 13 941313 13 942593 13 943876 15 945158 13 946438 13 947721 12 949001 12 950283 13 951563 13 952843 13 954123 13 955408 8 956688 8 957973 5 959253 5
7cb2eb1ef57af2ed9fbb63b28163a745_0,237531 10 238811 10 240066 47 241346 47 242611 68 243891 68 245161 85 246441 85 247686 125 248966 125 250243 133 251523 133 252801 140 254081 140 255358 151 256638 158 257918 158 259196 175 260476 175 261756 190 263036 190 264316 230 265596 230 266876 235 268156 235 269436 240 270716 240 271993 248 273273 248 274553 253 275833 256 277113 256 278393 258 279673 258 280951 263 282231 263 283511 265 284791 265 286071 270 287351 270 288628 276 289908 276 291188 278 292468 278 293746 283 295026 285 296306 285 297583 293 298863 293 300143 296 301423 296 302701 300 303981 300 305261 305 306541 305 307818 311 309098 311 310378 313 311656 318 312936 318 314216 320 315496 320 316773 326 318053 326 319333 326 320613 326 321891 330 323171 330 324451 330 325731 330 327008 333 328288 333 329566 338 330846 338 332126 338 333403 341 334683 341 335961 345 337241 345 338518 348 339798 348 341078 351 342358 351 343636 353 344916 353 346193 358 347473 358 348751 360 350028 366 351308 366 352586 368 353866 368 355143 371 356423 371 357701 375 358981 375 360258 378 361538 378 362816 380 364096 380 365373 383 366653 383 367931 388 369208 391 370488 391 371768 391 373048 391 374326 393 375606 393 376883 396 378163 396 379443 396 380723 396 382001 398 383281 398 384561 398 385841 398 387118 401 388398 403 389678 403 390956 405 392236 405 393516 405 394796 405 396076 405 397356 405 398633 411 399913 411 401193 411 402473 411 403751 413 405031 413 406311 413 407591 415 408871 415 410148 418 411428 418 412708 418 413988 418 415268 418 416548 418 417828 418 419108 418 420386 423 421666 423 422946 423 424226 423 425506 423 426783 428 428063 428 429343 428 430623 428 431903 428 433183 428 434461 433 435741 433 437021 433 438301 433 439581 433 440861 433 442141 433 443421 433 444698 438 445978 438 447258 438 448538 438 449818 438 451098 438 452378 438 453658 438 454938 438 456218 438 457498 438 458776 440 460056 440 461336 440 462616 440 463896 440 465176 440 466456 440 467736 440 469016 440 470296 440 471576 440 472853 446 474133 446 475413 446 476693 446 477973 446 479253 446 480533 446 481813 448 483093 448 484373 448 485653 448 486933 448 488213 448 489493 448 490773 448 492053 448 493333 448 494613 448 495893 448 497173 448 498453 448 499733 448 501011 453 502291 453 503571 453 504851 453 506131 453 507411 453 508691 455 509971 455 511251 455 512531 455 513811 455 515091 455 516371 458 517651 458 518931 458 520208 461 521488 461 522768 463 524048 463 525328 463 526608 463 527888 463 529168 463 530448 463 531728 463 533006 468 534286 468 535566 468 536846 468 538126 468 539406 468 540686 468 541963 471 543243 471 544523 471 545803 471 547083 471 548363 471 549643 473 550923 473 552203 473 553483 473 554763 473 556043 473 557321 475 558601 478 559881 478 561161 478 562441 478 563721 478 565001 478 566281 480 567561 480 568838 483 570118 483 571398 486 572678 486 573958 486 575238 486 576518 488 577796 493 579076 493 580356 495 581636 495 582916 498 584196 498 585473 501 586753 501 588033 501 589313 501 590593 501 591873 501 593151 503 594431 503 595711 503 596991 503 598271 503 599551 503 600831 503 602111 500 603391 500 604671 500 605951 500 607231 498 608511 498 609791 498 611071 498 612351 498 613631 498 614911 498 616191 498 617471 498 618751 498 620031 498 621311 498 622591 498 623871 498 625151 498 626431 498 627711 498 628991 498 630271 498 631551 498 632831 498 634111 498 635391 495 636671 495 637951 495 639231 495 640511 495 641791 495 643071 495 644351 495 645631 493 646911 493 648191 493 649471 493 650753 491 652033 488 653313 488 654593 488 655873 488 657153 488 658433 488 659713 486 660993 486 662276 483 663556 483 664836 480 666116 480 667396 480 668676 480 669956 478 671236 478 672516 478 673796 478 675076 478 676358 473 677638 473 678918 473 680198 473 681478 471 682758 471 684038 471 685318 471 686598 471 687878 471 689158 468 690438 468 691718 468 692998 468 694278 468 695561 463 696841 463 698121 463 699401 463 700681 463 701961 463 703241 460 704521 460 705801 460 707081 460 708361 460 709641 460 710921 460 712201 458 713481 458 714761 458 716041 458 717323 456 718603 456 719883 456 721163 456 722443 456 723723 456 725003 453 726283 453 727566 450 728846 450 730126 450 731408 448 732688 448 733971 443 735251 443 736531 443 737811 443 739093 441 740373 441 741653 438 742933 438 744213 438 745493 438 746771 440 748051 440 749331 440 750611 438 751891 438 753168 441 754448 441 755726 440 757006 440 758286 440 759566 440 760846 440 762126 440 763403 441 764683 441 765963 441 767243 438 768523 438 769803 438 771083 438 772363 436 773643 436 774923 436 776203 436 777483 436 778763 436 780041 435 781321 435 782601 435 783881 433 785161 433 786441 433 787721 433 789001 433 790281 433 791561 430 792841 430 794121 430 795401 430 796681 428 797961 428 799241 425 800521 425 801801 425 803081 423 804361 423 805641 423 806921 423 808201 420 809481 420 810763 416 812043 416 813323 416 814603 416 815883 413 817163 413 818443 413 819723 413 821003 411 822283 411 823563 411 824846 405 826126 405 827406 405 828686 405 829966 403 831246 403 832526 403 833806 403 835086 400 836366 400 837646 400 838926 400 840206 398 841486 395 842766 395 844046 395 845326 395 846606 393 847886 393 849166 390 850446 390 851726 388 853006 388 854286 388 855566 388 856846 385 858126 385 859408 381 860688 378 861968 378 863248 378 864528 378 865808 376 867088 376 868368 373 869648 373 870931 370 872211 370 873491 368 874771 368 876051 365 877331 365 878611 363 879891 363 881171 363 882453 358 883733 358 885013 356 886293 356 887573 353 888853 353 890136 350 891416 350 892696 348 893976 348 895256 345 896536 345 897816 343 899098 336 900378 336 901658 333 902938 333 904221 328 905501 328 906781 325 908061 325 909341 323 910621 323 911901 320 913181 320 914463 316 915743 316 917023 313 918306 308 919586 308 920866 305 922146 305 923426 305 924706 305 925986 303 927266 303 928548 298 929828 298 931111 295 932391 295 933671 293 934951 293 936231 293 937513 288 938793 288 940073 286 941353 286 942636 283 943916 283 945196 280 946476 280 947756 278 949036 278 950318 276 951598 276 952881 270 954161 268 955441 268 956723 263 958003 263 959283 261 960563 261 961846 255 963126 255 964408 251 965688 251 966968 248 968248 248 969531 243 970811 243 972093 236 973376 230 974656 230 975936 228 977216 228 978498 221 979778 221 981061 215 982341 215 983623 208 984903 208 986186 203 987466 203 988746 198 990026 198 991308 193 992591 188 993871 188 995153 183 996433 183 997716 178 998996 178 1000276 175 1001556 175 1002838 171 1004118 171 1005401 165 1006681 165 1007963 158 1009243 158 1010526 153 1011808 148 1013088 148 1014371 142 1015651 142 1016933 135 1018213 135 1019498 128 1020778 128 1022061 120 1023341 120 1024626 110 1025906 110 1027188 100 1028468 100 1029753 90 1031038 78 1032318 78 1033606 62 1034886 62 1036173 48 1037453 48 1038743 25 1040023 25
7cb2eb1ef57af2ed9fbb63b28163a745_1,
7330398846f67b5df7cdf3f33c3ca4d5_0,53251 25 54531 25 55686 45 55793 58 56966 45 57073 58 58231 62 58343 108 59511 62 59623 108 60783 73 60901 113 62063 73 62181 113 63341 77 63458 118 64621 77 64738 118 65898 85 66013 128 67173 95 67286 140 68453 95 68566 140 69728 266 71008 266 72286 270 73566 270 74841 280 76121 280 77396 285 78676 285 79951 293 81231 293 82506 300 83786 300 85048 321 86316 335 87596 335 88873 343 90153 343 91428 351 92708 351 93988 353 95268 353 96546 358 97826 358 99103 363 100383 363 101663 366 102943 366 104221 370 105501 375 106781 375 108058 381 109338 381 110618 386 111898 386 113176 393 114456 393 115736 400 117016 400 118293 411 119573 411 120853 416 122133 416 123411 425 124691 433 125971 433 127251 440 128531 440 129808 448 131088 448 132368 451 133648 451 134928 456 136208 456 137488 461 138768 461 140046 465 141326 465 142606 468 143886 470 145166 470 146443 476 147723 476 149003 478 150283 478 151563 481 152843 481 154123 483 155403 483 156681 488 157961 488 159241 493 160521 495 161801 495 163078 501 164358 501 165638 506 166918 506 168198 511 169478 511 170756 518 172036 518 173316 520 174596 520 175873 528 177153 528 178433 531 179713 536 180993 536 182271 540 183551 540 184831 545 186111 545 187388 551 188668 551 189948 553 191228 553 192506 555 193786 555 195063 561 196343 561 197623 563 198901 568 200181 568 201461 568 202741 568 204018 573 205298 573 206578 573 207858 573 209136 578 210416 578 211696 578 212976 578 214256 580 215536 580 216813 583 218093 583 219373 583 220653 586 221933 586 223211 588 224491 588 225771 590 227051 590 228331 590 229611 590 230891 593 232171 593 233448 596 234728 596 236008 596 237288 598 238568 598 239848 598 241128 598 242408 598 243688 598 244968 601 246248 601 247528 601 248808 601 250086 603 251366 603 252646 603 253926 603 255206 603 256486 605 257766 605 259046 605 260326 605 261606 605 262886 605 264166 605 265446 605 266726 605 268006 605 269286 608 270566 608 271846 608 273126 608 274406 608 275686 608 276966 608 278246 608 279526 608 280806 608 282086 608 283366 608 284646 608 285928 606 287208 606 288488 606 289768 606 291048 606 292328 606 293608 606 294888 606 296168 606 297451 603 298731 603 300011 600 301291 600 302571 600 303851 600 305131 598 306411 598 307693 596 308973 596 310253 593 311533 593 312813 593 314096 588 315376 588 316656 588 317936 588 319218 583 320498 583 321778 583 323058 583 324341 580 325621 580 326901 578 328181 578 329463 576 330743 576 332023 576 333306 570 334586 570 335868 568 337148 568 338431 565 339711 565 340993 563 342273 563 343556 558 344836 558 346116 558 347396 558 348678 556 349961 553 351241 553 352523 551 353803 551 355086 548 356366 548 357648 543 358928 543 360211 540 361491 540 362773 538 364053 538 365336 535 366616 535 367898 531 369181 528 370461 528 371741 528 373021 528 374306 520 375586 520 376866 520 378146 520 379428 518 380708 518 381991 513 383271 513 384553 511 385833 511 387113 508 388396 505 389676 505 390956 503 392236 503 393518 501 394798 501 396078 498 397358 498 398638 498 399918 498 401198 496 402478 496 403758 496 405038 496 406318 493 407598 493 408878 493 410158 491 411438 491 412716 493 413996 493 415276 490 416556 490 417836 490 419116 490 420396 488 421676 488 422956 488 424236 488 425518 486 426801 480 428081 480 429363 478 430643 478 431941 458 433221 458 434501 458 435781 458 437063 453 438343 453 439623 453 440903 453 442186 448 443466 448 444746 448 446026 445 447306 445 448588 441 449868 441 451148 441 452428 441 453711 435 454991 435 456271 433 457551 433 458831 433 460111 433 461391 430 462671 428 463951 428 465231 428 466511 428 467791 425 469071 425 470353 423 471633 423 472913 421 474193 421 475473 418 476753 418 478033 418 479313 418 480593 418 481873 416 483153 416 484433 78 484523 323 485713 78 485803 323 486993 78 487081 325 488273 78 488361 325 489553 75 489646 318 490833 75 490926 318 492113 75 492203 321 493393 75 493483 321 494673 75 494766 315 495953 75 496046 315 497233 75 497323 318 498513 75 498603 318 499793 75 499883 316 501073 75 501161 318 502353 75 502441 318 503633 75 503718 318 504913 75 504998 318 506193 403 507473 403 508756 398 510036 398 511316 395 512596 395 513876 395 515156 395 516436 393 517716 393 518998 388 520278 388 521558 388 522841 383 524121 383 525401 380 526681 380 527963 376 529243 376 530523 376 531803 376 533086 180 533284 172 534366 180 534564 172 535648 173 535856 158 536928 173 537136 158 538213 156 538421 150 539493 153 539709 140 540773 153 540989 140 542058 146 542274 130 543338 146 543554 130 544618 146 544844 117 545898 146 546124 117 547181 143 547459 60 548461 143 548739 60 549743 141 550036 38 551023 141 551316 38 552306 138 553586 138 554868 138 556148 138 557431 135 558711 135 559991 135 561273 136 562553 136 563836 133 565116 133 566396 133 567676 133 568958 133 570238 133 571518 133 572798 133 574078 133 575358 133 576641 133 577923 131 579203 131 580488 126 581768 126 583053 123 584333 123 585616 120 586896 120 588178 121 589458 121 590738 123 592018 123 593298 126 594578 126 595861 125 597141 125 598421 125 599701 128 600981 128 602261 130 603541 130 604821 130 606101 130 607381 133 608661 133 609943 131 611223 131 612503 133 613783 133 615063 133 616346 133 617626 133 618906 133 620186 133 621471 128 622751 128 624038 118 625318 118 626613 103 627893 103 629183 88 630463 88 631761 68 633066 35 634346 35 635641 5 636921 5 844221 15 845501 15 846776 20 848056 20 849333 23 850613 23 851893 23 853173 23 854453 20 855733 20 857016 15 858296 15
7330398846f67b5df7cdf3f33c3ca4d5_1,
625559c7e610b1531871f2fd85a04fae_0,799291 20 800571 20 801846 32 803126 32 804401 45 805681 45 806958 50 808238 50 809516 57 810796 57 812076 60 813356 62 814636 62 815913 68 817193 68 818473 70 819753 70 821033 73 822313 73 823593 75 824873 75 826153 78 827433 78 828716 80 829996 80 831276 85 832556 85 833838 88 835118 88 836401 90 837681 90 838966 87 840246 87 841528 88 842808 88 844091 87 845371 87 846656 85 847936 85 849218 85 850498 85 851781 85 853061 85 854343 85 855623 85 856906 85 858186 87 859466 87 860748 88 862028 88 863311 87 864591 87 865873 90 867153 90 868436 90 869716 90 870996 92 872276 92 873558 93 874838 93 876121 95 877401 95 878681 100 879961 100 881243 100 882523 100 883806 102 885086 102 886368 103 887648 103 888931 102 890211 102 891491 105 892771 105 894053 103 895333 103 896616 102 897896 102 899178 103 900476 85 901756 85 903038 85 904318 85 905601 82 906881 82 908161 85 909441 85 910721 85 912001 85 913281 85 914561 85 915841 87 917121 87 918398 90 919678 90 920958 93 922238 93 923513 98 924793 98 926071 100 927351 100 928626 107 929906 107 931183 110 932463 110 933741 115 935021 115 936298 118 937578 118 938856 122 940136 122 941416 122 942696 122 943973 128 945251 130 946531 130 947811 132 949091 132 950371 132 951651 132 952928 135 954208 135 955488 135 956768 135 958046 137 959326 137 960606 137 961886 137 963166 137 964446 137 965726 135 967006 135 968286 135 969566 135 970846 135 972126 135 973406 132 974686 132 975966 132 977246 132 978523 133 979803 133 981083 133 982363 133 983643 130 984923 130 986206 127 987486 127 988766 125 990048 120 991328 120 992608 118 993888 118 995168 115 996448 115 997728 113 999008 113 1000288 110 1001568 110 1002846 107 1004126 107 1005406 105 1006686 105 1007966 52 1008021 45 1009246 52 1009301 45 1010526 47 1010586 35 1011806 47 1011866 35 1013086 45 1013148 25 1014366 45 1014428 25 1015648 38 1015713 13 1016928 38 1016993 13 1018208 35 1019488 35 1020771 30 1022051 30 1023341 12 1024621 12
625559c7e610b1531871f2fd85a04fae_1,
